,freight_value,price,payment_value,payment_installments,payment_sequential
24947,17.51,110.0,127.51,1,1
11256,13.08,71.25,84.33,1,1
45422,31.43,119.0,181.16,8,1
16529,11.85,35.49,47.34,1,1
17930,25.85,22.5,193.4,2,1
11334,15.73,88.0,103.73,8,1
82166,17.98,104.99,122.97,1,1
76526,17.12,239.9,20.0,1,5
27886,29.58,169.0,1191.48,6,1
88351,8.88,99.9,108.78,1,1
19392,19.21,72.9,92.11,1,1
33517,19.66,59.9,79.56,3,1
4451,17.64,55.83,73.47,3,1
24370,9.74,48.9,58.64,5,1
65606,7.97,65.0,209.94,1,1
93711,12.59,48.99,99.56,4,1
21165,12.48,42.9,158.14,3,1
4058,25.84,230.0,963.34,1,1
21421,17.73,69.0,86.73,6,1
94268,15.1,29.99,45.09,1,1
21907,17.09,119.34,136.43,5,1
25321,17.84,59.0,76.84,1,1
60015,42.38,19.9,61.07,6,1
67681,16.25,544.9,561.15,8,1
67363,14.45,204.0,218.45,1,1
88155,26.75,779.0,805.75,1,1
102253,14.1,17.99,32.09,1,1
45455,16.6,34.9,51.5,1,1
1549,33.33,219.9,506.46,10,1
61442,23.69,1035.09,1058.78,10,1
2891,12.89,78.0,818.01,5,1
89977,7.48,30.95,192.15,1,1
106802,15.12,31.5,117.04,1,1
23850,7.78,64.9,72.68,7,1
64643,17.45,145.0,162.45,1,1
81044,23.16,119.9,143.06,4,1
19212,16.61,59.99,76.6,5,1
76769,27.83,476.5,504.33,10,1
69007,26.26,1500.0,1526.26,2,1
73435,34.38,326.16,360.54,1,1
86854,7.78,32.5,40.28,1,1
93559,13.01,699.9,712.91,10,1
34976,12.13,89.9,102.03,10,1
106317,7.78,49.0,56.78,2,1
42743,12.83,55.0,67.83,2,1
9639,11.32,42.99,54.31,1,1
90323,8.88,34.9,87.56,1,1
107174,7.82,34.9,42.72,1,1
41880,27.17,155.99,366.32,4,1
50219,17.44,169.9,187.34,1,1
88948,29.3,129.0,158.3,3,1
50771,42.16,129.99,547.29,5,1
9663,5.12,9.99,135.38,6,1
72856,145.99,550.0,695.99,1,1
90628,14.1,49.9,64.0,3,1
40895,11.15,54.9,66.05,6,1
77206,20.58,90.0,110.58,2,1
24751,15.59,119.9,135.49,2,1
77157,23.26,189.99,213.25,4,1
2201,12.52,169.0,181.52,3,1
64464,12.79,45.0,57.79,2,1
5879,13.08,75.0,176.16,1,1
73343,26.5,59.9,86.4,1,1
23193,8.34,28.0,218.0,4,1
81433,18.13,99.9,118.03,10,1
64496,7.65,55.0,62.65,4,1
88703,74.06,845.0,919.06,10,1
39681,15.81,186.0,201.81,4,1
60716,27.8,179.9,623.1,1,1
31744,34.8,149.0,100.0,1,2
66563,20.45,180.0,200.45,2,1
92070,19.33,149.9,338.46,10,1
96629,9.27,19.99,58.52,1,1
44284,10.96,49.9,50.0,1,2
27270,24.06,129.99,154.05,2,1
67992,18.93,149.8,168.73,8,1
70116,7.71,29.9,37.61,1,1
70370,26.65,57.9,84.55,1,1
107725,22.03,169.99,192.02,1,1
51784,27.07,89.9,116.97,5,1
1764,37.49,39.99,77.48,1,1
57696,21.15,27.9,29.05,1,1
66548,13.25,115.0,128.25,7,1
112176,58.69,619.99,2036.04,3,1
52207,9.76,134.99,9.12,1,1
71962,27.51,64.99,92.5,4,1
75684,27.23,98.0,125.23,1,1
38354,10.96,24.9,30.0,1,2
95763,7.39,12.5,19.89,1,1
62954,16.69,59.9,100.83,1,1
102232,22.74,599.9,622.64,10,1
60879,12.99,78.0,90.99,1,1
85228,13.46,53.9,67.36,6,1
8941,14.52,36.9,51.42,1,1
67297,13.11,229.9,243.01,8,1
64721,15.79,29.0,44.79,3,1
33113,17.6,189.9,207.5,1,1
92120,7.78,27.99,35.77,1,1
59476,15.37,88.0,103.37,3,1
19164,13.97,86.99,100.96,1,1
6329,17.95,99.9,117.85,5,1
38140,13.93,49.9,63.83,2,1
32906,14.47,53.9,68.37,6,1
47435,7.78,39.9,14.5,1,4
78107,13.9,92.0,105.9,4,1
4547,14.52,45.9,60.42,1,1
3522,12.08,35.0,94.16,1,1
28679,57.09,119.0,352.18,4,1
62431,15.8,150.0,165.8,1,1
99930,11.35,103.9,115.25,1,1
58379,9.65,184.79,388.88,1,1
68526,21.35,129.0,150.35,7,1
457,56.31,146.99,203.3,8,1
102211,12.13,95.28,107.41,1,1
103073,7.94,28.9,36.84,1,1
72033,11.73,55.0,66.73,3,1
38338,16.11,25.9,42.01,2,1
15343,8.37,89.49,293.58,1,1
60060,15.79,42.79,34.28,1,2
60203,43.34,137.9,1087.44,1,1
49576,15.33,81.0,96.33,1,1
8558,15.27,74.9,90.17,3,1
41283,12.74,56.99,69.73,1,1
82400,12.79,39.9,52.69,2,1
75999,25.38,49.9,75.28,2,1
95861,7.39,33.9,41.29,1,1
75934,18.23,27.9,230.65,6,1
45118,14.51,59.99,74.5,1,1
1507,24.55,179.9,408.9,2,1
109281,15.46,99.9,115.36,4,1
110211,18.23,19.95,38.18,1,1
9138,29.59,170.5,400.18,7,1
99663,7.78,9.9,17.68,1,1
19376,17.35,62.9,80.25,1,1
63689,7.88,89.99,97.87,1,1
79862,15.26,54.99,70.25,1,1
33723,19.6,58.9,78.5,4,1
42848,15.37,87.0,102.37,1,1
18771,12.5,120.0,189.0,1,1
25947,16.53,47.9,64.43,1,1
12036,21.25,64.02,85.27,1,1
15663,13.59,298.0,311.59,4,1
100339,18.65,79.0,97.65,1,1
71583,7.39,18.49,25.88,1,1
110811,15.27,24.7,39.97,1,1
47960,13.41,56.0,69.41,4,1
88727,14.91,189.9,204.81,1,1
33190,47.69,179.0,226.69,5,1
56797,8.11,69.0,77.11,1,1
8619,14.27,74.9,89.17,1,1
50863,17.65,129.99,147.64,3,1
21854,41.96,139.9,181.86,2,1
89141,36.76,129.0,15.76,1,1
101597,27.17,89.5,116.67,5,1
80099,14.15,56.99,50.01,1,2
15872,12.25,107.0,119.25,1,1
104988,19.0,129.0,14.89,1,1
55000,40.38,149.99,190.37,4,1
26733,16.74,69.9,86.64,8,1
43682,44.7,159.9,204.6,4,1
77974,42.76,104.0,146.76,1,1
31082,10.29,153.33,163.62,3,1
73665,13.47,35.9,49.37,1,1
95941,16.79,21.99,1.41,1,3
96085,7.78,29.99,528.78,6,1
105515,8.58,120.0,128.58,1,1
142,133.85,179.9,1316.14,10,1
81357,11.03,59.9,70.93,7,1
69883,7.71,29.9,37.61,1,1
108314,16.11,19.9,36.01,1,1
22070,15.65,269.0,284.65,10,1
18575,52.82,98.9,151.72,2,1
4608,15.56,45.9,61.46,1,1
81808,14.1,43.63,57.73,1,1
6290,15.1,19.9,140.0,1,1
20807,15.73,139.9,155.63,3,1
72896,20.18,99.0,119.18,3,1
23751,16.11,22.99,39.1,1,1
49276,22.05,544.0,566.05,10,1
5865,16.16,75.0,182.32,10,1
58619,14.83,94.99,219.64,10,1
60581,15.1,41.9,57.0,1,1
27164,14.52,26.9,41.42,4,1
19430,34.27,105.0,278.54,1,1
29363,16.75,72.0,84.74,3,1
82110,15.1,27.0,42.1,2,1
55245,40.38,149.99,190.37,1,1
46071,13.91,46.9,121.62,3,1
40380,13.92,79.9,93.82,1,1
3660,8.88,20.89,59.54,1,1
53903,40.53,390.0,430.53,1,1
39719,11.74,29.9,41.64,4,1
4738,15.1,24.9,90.0,5,1
34770,15.38,89.9,210.56,6,1
5638,12.43,69.9,82.33,2,1
27647,13.11,79.9,93.01,3,1
1199,45.25,179.99,1351.44,1,1
31049,12.19,14.8,198.11,1,1
7433,11.85,19.9,31.75,1,1
9902,8.0,65.9,221.69,2,1
87764,8.42,26.9,315.54,1,1
104970,19.11,175.0,194.11,1,1
97494,15.52,109.9,125.42,5,1
28861,15.38,89.9,105.28,10,1
79927,15.15,56.99,72.14,4,1
71248,17.88,64.99,82.87,7,1
94679,22.9,299.99,322.89,3,1
109534,69.36,219.9,567.52,10,1
33392,47.79,50.0,97.79,1,1
82827,10.82,329.9,340.72,8,1
76430,15.1,49.49,64.59,1,1
47490,14.07,149.9,163.97,1,1
15570,16.5,125.0,141.5,3,1
1684,98.02,280.0,378.02,1,1
107726,30.23,169.99,200.22,10,1
21738,14.1,49.99,64.09,3,1
111296,24.43,232.75,257.18,5,1
97721,15.23,24.5,39.73,1,1
54349,15.79,99.0,114.79,4,1
14154,8.72,57.9,66.62,1,1
65357,30.46,29.0,21.04,1,1
28792,34.58,47.9,20.1,1,2
63195,11.85,19.9,63.5,1,1
21693,18.21,58.0,76.21,1,1
109404,14.59,118.9,88.94,1,2
74098,8.03,110.32,473.4,2,1
33222,8.29,19.9,3.64,1,3
61884,27.06,69.99,50.0,1,1
14784,18.23,30.0,48.23,1,1
75680,18.26,98.0,116.26,2,1
83620,77.19,93.99,473.36,5,1
65939,19.67,299.99,319.66,5,1
73385,14.52,23.9,38.42,1,1
39485,26.94,91.3,236.48,1,1
14124,17.94,99.0,116.94,1,1
92147,15.23,24.99,40.22,2,1
10324,36.39,179.99,216.38,1,1
2394,27.87,159.0,186.87,2,1
106129,37.16,35.0,72.16,1,1
54179,7.44,24.99,64.86,1,1
73265,18.23,49.9,68.13,6,1
78509,57.22,96.0,153.22,5,1
35274,13.71,99.0,112.71,1,1
86012,16.32,49.9,66.22,1,1
23200,37.39,99.99,137.38,1,1
50835,18.16,129.99,148.15,5,1
42754,13.14,69.0,82.14,8,1
28627,13.59,63.9,232.47,8,1
55768,7.42,79.9,87.32,1,1
29244,23.05,35.0,58.05,3,1
102380,14.1,22.9,37.0,3,1
54949,23.83,119.99,143.82,1,1
29683,23.38,120.0,286.76,8,1
3842,23.34,108.0,43.81,1,2
38855,13.71,34.35,96.12,2,1
100660,20.33,120.0,140.33,3,1
79631,7.78,53.99,61.77,2,1
821,21.35,99.98,727.98,10,1
60311,18.3,149.87,504.51,1,1
106771,15.1,20.3,35.4,1,1
20441,14.1,40.49,52.59,1,2
62621,16.19,247.88,264.07,1,1
24954,15.62,109.9,125.52,6,1
92590,14.1,27.99,42.09,1,1
104866,14.37,89.0,103.37,3,1
106303,7.78,49.0,56.78,1,1
60834,9.72,140.99,301.42,1,1
37831,15.1,45.95,61.05,6,1
91720,16.32,47.9,64.22,1,1
2579,43.49,99.0,142.49,2,1
73096,16.86,59.9,76.76,1,1
46410,15.1,42.99,58.09,1,1
37951,16.79,49.95,66.74,3,1
9467,27.08,77.0,312.24,8,1
75929,12.79,21.9,34.69,1,1
124,40.14,179.9,220.04,1,1
28472,26.43,38.0,193.29,1,1
101297,7.49,89.9,97.39,1,1
109730,17.84,84.9,102.74,2,1
100741,19.46,69.9,178.72,1,1
61329,16.13,196.0,212.13,3,1
9558,12.8,65.49,391.45,1,1
50079,68.47,300.0,368.47,5,1
110651,18.45,79.9,98.35,1,1
47134,15.88,159.99,175.87,3,1
54953,31.52,119.0,150.52,2,1
63860,21.15,29.99,51.14,5,1
105045,14.1,19.9,34.0,1,1
79796,15.34,84.99,0.33,1,2
108794,17.92,48.9,20.0,1,1
30938,17.6,48.4,42.28,1,2
3807,19.39,216.0,235.39,2,1
79987,34.2,56.99,91.19,3,1
104028,15.13,53.9,138.06,6,1
17254,14.17,59.9,74.07,1,1
59599,15.17,59.99,75.16,1,1
2212,30.16,69.9,134.57,1,1
6985,17.39,36.0,153.38,2,1
62549,57.95,799.0,856.95,10,1
78378,24.5,19.5,68.8,6,1
16617,16.87,89.1,105.97,1,1
108475,22.37,94.68,117.05,4,1
46658,16.11,45.0,61.11,1,1
61213,7.39,13.9,21.29,1,1
64134,30.48,130.0,320.96,1,1
42677,16.19,62.0,156.38,1,1
97801,17.8,79.0,96.8,8,1
16522,18.23,35.49,53.72,3,1
16866,17.16,59.9,154.12,4,1
6148,16.18,79.0,95.18,1,1
65287,22.06,49.0,71.06,1,1
22682,20.52,317.0,87.52,8,1
24998,26.36,399.9,426.26,10,1
15844,12.25,107.0,119.25,1,1
86392,34.05,99.0,133.05,1,1
1045,25.14,79.98,105.12,7,1
3434,22.85,27.0,49.85,1,1
69825,34.7,128.99,163.69,6,1
86248,45.3,120.0,16.27,1,2
70,26.1,159.98,372.16,10,1
19574,15.11,134.9,150.01,1,1
64664,7.78,49.0,56.78,5,1
23962,8.72,49.9,58.62,1,1
81509,19.6,309.9,659.0,8,1
38730,13.97,56.1,70.07,4,1
83925,44.55,53.9,433.81,1,1
20970,14.1,18.99,33.09,1,1
88409,16.79,50.0,133.58,1,1
80155,14.15,56.99,21.14,1,1
38911,16.11,38.99,220.4,3,1
79617,7.39,44.99,0.28,1,1
22095,15.56,45.0,242.24,1,1
81620,15.85,239.9,255.75,8,1
59787,18.23,40.5,117.46,1,1
73824,7.96,110.32,236.56,1,1
77826,15.48,104.0,238.96,1,1
41610,13.87,41.99,55.86,1,1
16380,23.22,340.0,363.22,5,1
109726,17.75,71.82,89.57,1,1
28384,19.32,39.3,58.62,5,1
39631,18.76,68.9,4.17,1,6
12896,22.97,67.49,90.46,8,1
107675,7.39,24.99,32.38,1,1
77881,22.15,31.99,54.14,2,1
21146,14.1,23.8,37.9,1,1
75231,46.3,349.9,396.2,8,1
59714,20.75,18.9,203.09,2,1
63760,18.63,75.0,17.0,1,3
18116,25.44,58.9,84.34,8,1
96659,7.71,29.99,37.7,1,1
12321,7.71,15.9,23.61,1,1
41935,21.2,159.99,362.38,10,1
40781,11.73,39.9,43.53,1,2
77677,20.23,148.9,169.13,4,1
107171,17.84,79.9,97.74,9,1
4193,17.63,237.0,254.63,1,1
72400,10.47,330.0,6.68,1,1
82350,15.79,27.9,43.69,2,1
64866,15.42,95.0,110.42,5,1
10630,59.92,119.9,179.82,3,1
98040,22.06,18.9,40.96,1,1
109606,12.16,135.99,148.15,1,1
27153,10.96,23.9,34.86,3,1
26491,10.5,250.0,260.5,1,1
103011,26.89,47.49,148.76,1,1
110343,7.84,17.45,58.03,1,1
42654,11.73,70.0,81.73,2,1
48261,15.23,39.0,54.23,4,1
61846,12.0,72.0,84.0,1,1
87294,18.9,189.99,100.0,1,2
8978,20.23,106.0,252.46,4,1
22125,15.68,67.0,82.68,7,1
60804,16.04,59.0,75.04,5,1
90473,17.66,59.0,76.66,7,1
35676,13.65,89.9,103.55,2,1
38796,14.78,66.55,81.33,2,1
37779,16.36,103.83,120.19,1,1
46656,64.79,49.0,113.79,2,1
19757,5.37,15.9,1.92,1,1
106319,11.85,49.0,60.85,1,1
26778,19.32,38.0,57.32,1,1
19609,16.25,69.9,86.15,4,1
21090,2.73,50.0,97.98,9,1
101637,16.39,89.7,212.18,4,1
1647,93.14,289.0,382.14,3,1
106136,34.27,129.99,164.26,1,1
101671,16.38,88.2,104.58,1,1
74908,14.43,99.9,114.33,4,1
2797,17.23,139.9,157.13,2,1
65342,15.23,49.0,64.23,3,1
80078,24.89,56.99,163.76,1,1
63435,15.17,60.0,75.17,1,1
26784,31.66,129.99,73.28,5,1
51758,14.24,69.9,58.69,1,2
70789,7.78,19.99,27.77,2,1
76263,13.94,131.25,290.38,7,1
66853,16.14,199.0,215.14,4,1
16895,16.85,59.9,76.75,3,1
60421,20.54,185.89,206.43,10,1
46932,8.88,39.9,48.78,1,1
4162,21.63,226.77,248.4,5,1
24801,31.92,149.9,181.82,2,1
812,21.35,99.98,727.98,10,1
47944,17.6,28.8,46.4,1,1
20278,9.51,99.9,109.41,1,1
36387,13.65,89.9,103.55,4,1
949,73.05,259.99,333.04,10,1
62213,16.18,185.9,202.08,3,1
104406,11.73,44.99,113.44,1,1
86224,50.99,99.99,150.98,5,1
48663,12.79,39.0,3.17,1,1
103277,17.02,109.9,126.92,5,1
35261,2.7,99.0,306.3,8,1
15124,18.4,43.0,122.8,1,1
39417,55.94,73.5,221.93,2,1
74413,18.56,97.65,116.21,1,1
58979,17.01,82.0,99.01,8,1
8092,13.37,9.99,140.16,10,1
82548,10.96,16.9,3.47,1,2
67524,17.59,869.99,887.58,6,1
17147,3.83,39.9,112.01,5,1
14085,14.1,15.9,30.0,3,1
61162,8.27,12.88,21.15,2,1
73354,15.1,49.9,65.0,1,1
55526,27.59,149.9,177.49,2,1
51992,16.97,75.0,91.97,1,1
53559,7.78,44.99,52.77,2,1
96287,16.83,199.0,215.83,3,1
653,31.11,114.99,146.1,2,1
59581,27.73,169.99,197.72,2,1
17314,15.17,59.9,150.14,2,1
3517,43.51,35.0,235.53,1,1
52518,13.24,51.9,130.28,1,1
11619,34.21,42.41,214.69,3,1
20824,14.23,68.99,83.22,1,1
65562,20.01,189.0,209.01,7,1
3010,15.18,35.0,150.54,3,1
68318,16.2,799.0,50.0,1,2
17680,8.72,49.99,58.71,1,1
57242,16.36,24.9,41.26,1,1
6184,13.37,37.5,50.87,1,1
42839,17.52,182.0,199.52,2,1
74184,24.7,49.9,74.6,1,1
19448,27.9,309.0,336.9,10,1
69107,8.75,269.0,277.75,1,1
76649,17.92,48.3,132.44,6,1
62566,18.0,549.0,119.66,1,2
19586,15.24,69.9,85.14,1,1
53388,22.28,29.9,52.18,1,1
107809,21.42,139.0,60.42,3,1
28912,15.1,34.9,50.0,1,1
36502,14.1,199.9,214.0,1,1
45092,12.93,38.99,51.92,2,1
24629,14.58,69.9,84.48,1,1
103791,7.43,23.75,11.18,1,2
110338,18.23,10.0,72.46,1,1
27051,18.21,59.0,77.21,3,1
103278,11.44,59.9,71.34,1,1
62133,12.77,88.9,101.67,10,1
4801,17.44,99.9,117.34,1,1
104010,14.13,110.0,124.13,1,1
34321,40.46,219.0,259.46,8,1
61154,7.87,12.88,62.25,1,1
13800,15.31,30.0,5.31,1,3
6355,7.39,14.99,0.28,1,1
33732,58.9,74.9,133.8,1,1
100106,47.05,369.9,416.95,3,1
100529,8.72,29.9,77.24,1,1
54684,19.05,135.0,154.05,1,1
50332,17.3,149.99,167.29,3,1
83177,11.86,119.85,131.71,10,1
59367,13.64,73.9,87.54,1,1
43486,15.04,205.0,220.04,4,1
104372,18.23,45.0,6.7,1,1
99269,7.39,12.9,20.29,1,1
18956,12.5,119.0,544.18,3,1
100526,16.46,69.9,86.36,1,1
38647,11.85,18.9,30.75,2,1
5216,10.96,10.99,21.95,2,1
67051,14.76,299.9,314.66,1,1
16703,17.98,105.0,122.98,2,1
35131,12.13,89.9,204.06,6,1
48932,29.81,79.99,109.8,2,1
33552,21.15,25.0,16.15,1,1
35087,11.24,89.9,101.14,1,1
88254,49.42,129.0,178.42,8,1
64363,7.78,29.0,73.56,3,1
64476,15.14,55.0,70.14,1,1
10049,18.97,99.0,117.97,1,1
49837,4.36,35.0,144.5,10,1
34376,28.29,399.0,427.29,10,1
74720,18.16,129.9,100.0,1,2
112334,16.81,79.9,96.71,1,1
64072,9.77,108.0,117.77,5,1
61014,16.22,208.0,345.39,24,1
38670,8.27,21.9,30.17,1,1
29774,8.72,24.9,33.62,3,1
89483,17.94,99.0,116.94,1,1
92189,15.44,99.0,121.07,4,1
52033,17.63,40.0,57.63,2,1
81821,17.83,198.0,34.85,1,1
111304,22.85,45.9,68.75,3,1
23623,24.01,79.9,1246.97,1,1
23607,24.17,79.9,104.07,4,1
57967,12.72,84.0,96.72,1,1
49609,13.72,99.9,113.62,2,1
103835,7.39,5.5,77.34,1,1
53474,17.27,119.99,137.26,10,1
88811,22.37,79.0,101.37,3,1
89255,17.73,69.0,86.73,4,1
93040,18.25,21.99,40.24,1,1
44992,14.52,17.5,32.02,3,1
6213,17.6,37.5,110.2,10,1
30522,12.69,39.0,51.69,5,1
8835,12.96,89.18,204.28,8,1
29557,10.62,58.9,139.05,4,1
90691,17.06,29.9,140.88,5,1
58163,15.37,89.15,104.52,1,1
50485,27.24,99.99,127.23,8,1
68974,16.43,95.0,111.43,8,1
78654,17.13,99.0,116.13,1,1
73929,13.43,110.32,123.75,2,1
2447,21.05,79.5,100.55,2,1
23258,11.85,7.99,39.68,3,1
26748,16.74,69.9,86.64,1,1
8768,9.27,59.9,138.34,10,1
61523,26.72,57.0,251.16,1,1
7580,17.92,169.0,12.39,1,6
8592,8.72,49.9,50.85,1,2
9986,18.51,90.0,108.51,2,1
69079,12.09,84.99,97.08,2,1
66698,16.93,510.0,526.93,8,1
67710,9.49,119.9,288.68,3,1
22935,21.51,209.0,461.02,10,1
58659,15.1,44.9,60.0,1,1
8950,17.48,109.99,127.47,2,1
73287,20.87,59.9,80.77,2,1
33705,16.11,9.6,25.71,1,1
19452,12.48,29.9,42.38,4,1
35973,13.39,149.9,163.29,1,1
11657,25.63,38.0,63.63,1,1
87121,18.14,48.32,16.48,1,2
28009,27.19,126.99,308.36,6,1
92188,7.95,99.0,106.95,1,1
52117,15.92,166.99,182.91,3,1
82052,8.01,163.09,171.1,1,1
112179,50.68,730.0,3122.72,10,1
74511,11.73,67.9,79.63,5,1
99413,8.72,13.65,22.37,1,1
103881,32.78,60.0,92.78,2,1
86054,67.56,139.0,206.56,4,1
76184,16.88,99.0,115.88,5,1
90252,15.23,7.9,46.26,1,1
109521,24.05,159.9,133.95,4,1
66284,13.59,165.0,178.59,6,1
104731,29.99,57.0,4.18,1,5
92217,15.1,44.99,60.09,6,1
110603,11.85,25.0,36.85,1,1
14109,11.73,53.9,65.63,1,1
88233,20.89,81.0,101.89,1,1
9456,12.88,139.9,152.78,3,1
100696,15.41,79.9,95.31,8,1
12435,12.79,10.5,23.29,1,1
30902,28.42,24.95,15.21,1,6
59725,15.1,23.48,154.32,2,1
76750,12.99,339.99,352.98,3,1
41944,17.37,89.99,107.36,1,1
21431,19.65,65.0,84.65,3,1
105381,18.06,69.9,87.96,5,1
56727,12.94,205.9,218.84,4,1
7266,16.26,70.9,87.16,4,1
59598,12.6,5.99,18.59,1,1
13567,19.41,229.99,249.4,8,1
20678,16.72,76.0,92.72,9,1
88632,16.55,849.0,800.0,8,1
10676,17.03,119.9,136.93,2,1
87356,9.24,69.99,79.23,2,1
36464,83.96,269.9,707.72,8,1
35471,19.46,38.9,58.36,1,1
40759,23.91,189.9,213.81,4,1
75607,15.32,31.9,47.22,1,1
4293,14.67,50.9,45.62,1,1
36810,18.09,119.9,137.99,5,1
79337,144.29,399.0,543.29,8,1
20409,15.56,96.49,112.05,5,1
57432,14.1,31.9,46.0,1,1
10443,37.13,103.99,846.72,1,1
83139,9.87,79.9,89.77,1,1
74950,17.7,64.9,82.6,1,1
74538,12.61,129.9,142.51,2,1
10888,16.11,46.0,62.11,1,1
13756,38.89,119.8,158.69,3,1
5908,0.0,69.9,69.9,1,1
46776,17.43,55.0,136.64,1,1
87204,20.82,105.99,126.81,1,1
47961,13.37,32.37,45.74,2,1
64868,18.77,95.0,113.77,6,1
80965,17.07,195.9,212.97,1,1
59814,12.69,49.0,123.38,1,1
98483,15.1,14.9,30.0,1,1
50635,13.51,69.99,83.5,4,1
105822,22.94,51.45,74.39,1,2
55765,27.24,280.0,307.24,1,1
65735,15.65,29.0,44.65,4,1
35605,12.8,65.9,78.7,6,1
97312,19.9,299.99,319.89,1,1
48236,15.39,89.9,105.29,4,1
6391,9.07,44.99,162.18,3,1
93733,7.78,18.99,26.77,2,1
32493,39.26,138.0,177.26,1,1
77901,15.94,170.0,185.94,10,1
98720,7.78,29.99,37.77,1,1
15643,36.32,139.9,259.33,3,1
93080,7.39,17.99,25.38,1,1
44457,15.98,126.0,141.98,1,1
3011,15.18,35.0,150.54,3,1
19413,23.88,185.9,209.78,6,1
68411,16.24,194.9,211.14,8,1
93212,11.85,39.99,51.84,1,1
50633,17.74,69.99,87.73,1,1
87655,19.98,506.0,525.98,10,1
86774,16.95,99.9,116.85,4,1
95337,15.28,76.0,91.28,4,1
98275,12.48,18.9,31.38,1,1
84379,20.99,49.91,70.9,1,1
98382,12.48,19.9,32.38,1,1
93888,7.78,18.99,26.77,2,1
63780,16.85,64.9,153.51,3,1
100816,10.96,34.99,45.95,1,1
17115,15.23,45.9,244.52,4,1
35413,18.02,109.9,65.45,1,2
52507,17.92,48.9,133.64,3,1
61541,14.21,89.99,104.2,1,1
85685,17.6,49.0,66.6,6,1
41023,13.93,129.99,287.84,1,1
149,52.34,179.9,232.24,1,1
90137,11.91,100.79,112.7,2,1
94214,22.14,29.99,52.13,1,1
55634,25.18,149.9,175.08,2,1
109423,15.28,75.0,90.28,2,1
90731,8.58,189.99,198.57,9,1
25136,27.39,120.0,147.39,3,1
8347,13.71,49.9,188.93,1,2
50433,11.9,99.99,111.89,9,1
100703,15.95,171.0,186.95,1,1
82278,14.1,7.0,21.1,2,1
4727,18.0,107.61,125.61,2,1
38347,11.96,27.4,21.56,2,1
74735,23.75,135.9,159.65,6,1
44108,16.26,70.74,27.38,1,1
39774,9.27,28.9,38.17,1,1
89256,19.94,100.0,119.94,2,1
13924,17.63,29.7,47.33,1,1
65770,14.1,39.0,53.1,1,1
13260,13.21,129.49,142.7,1,1
78865,8.72,25.0,33.72,3,1
30656,22.66,169.9,192.56,1,1
51252,18.26,144.99,163.25,2,1
49761,13.65,89.9,310.65,1,1
46227,38.6,149.9,188.5,3,1
60556,15.76,126.12,141.88,1,1
20749,39.56,229.9,269.46,3,1
108471,22.14,29.75,51.89,4,1
74948,18.02,64.9,82.92,7,1
13391,15.1,16.9,32.0,3,1
24856,9.99,29.99,70.0,1,1
5112,12.85,73.35,86.2,3,1
52859,18.54,131.9,12.59,1,1
111110,35.97,119.99,155.96,1,1
25488,26.7,887.0,913.7,1,1
68693,16.98,54.99,71.97,3,1
64000,9.85,105.0,229.7,1,1
1966,73.28,99.9,280.41,5,1
50372,11.9,99.99,111.89,2,1
29043,20.25,108.68,128.93,2,1
11141,13.55,92.1,53.15,1,1
65508,7.78,29.0,36.78,3,1
10116,14.12,17.8,31.92,1,1
838,40.39,159.94,200.33,3,1
55664,23.37,149.9,173.27,2,1
111403,18.2,88.99,107.19,10,1
101254,14.1,140.2,154.3,3,1
90615,7.4,20.49,27.89,1,1
53578,11.85,44.49,56.34,4,1
12186,17.67,59.9,77.57,1,1
81687,11.93,188.99,200.92,6,1
57979,17.03,85.0,102.03,3,1
16723,14.1,46.9,61.0,2,1
23310,46.12,63.0,814.37,10,1
60286,0.14,149.91,1866.7,1,1
108668,38.25,99.9,138.15,6,1
16947,19.53,120.0,139.53,2,1
86326,88.21,99.99,38.2,1,2
68572,15.78,229.9,245.68,4,1
87456,19.46,38.99,58.45,1,1
47174,15.8,149.99,165.79,3,1
81324,8.27,55.9,64.17,3,1
24763,32.27,199.9,232.17,3,1
28891,14.44,97.9,112.34,2,1
1644,14.62,179.99,194.61,10,1
57332,14.1,31.9,46.0,4,1
27986,13.83,35.0,48.83,2,1
90819,37.06,24.0,184.77,1,1
2450,17.53,89.0,106.53,2,1
89803,21.21,115.9,137.11,4,1
56529,16.23,75.0,91.23,1,1
108030,18.23,255.0,273.23,2,1
30635,74.56,159.49,234.05,10,1
88310,9.34,15.9,25.24,1,1
31494,124.45,379.9,504.35,4,1
111850,73.16,259.0,332.16,2,1
101400,17.26,49.9,268.64,1,1
28978,17.06,47.99,130.1,10,1
51760,12.79,8.9,43.38,1,1
96813,18.29,58.8,77.09,1,1
31242,57.5,91.5,149.0,2,1
98023,42.38,16.9,59.28,1,1
16168,13.96,129.0,142.96,3,1
73604,10.0,72.0,163.99,1,1
17715,20.91,59.9,161.62,1,1
58101,18.58,99.9,118.48,1,1
32677,14.48,56.25,70.73,1,1
38077,19.49,42.9,62.39,1,1
42214,18.23,61.9,80.13,1,1
39147,12.69,22.99,142.72,5,1
109487,27.96,139.9,167.86,3,1
40408,14.83,105.9,120.73,2,1
25749,16.05,50.0,66.05,1,1
10180,14.08,19.9,101.94,1,1
71961,29.48,64.99,33.6,1,2
811,21.35,99.98,727.98,10,1
65204,7.78,59.0,52.06,5,1
74793,13.5,68.9,164.8,2,1
47081,25.18,329.9,355.08,10,1
67134,0.0,106.9,106.9,2,1
